OBJECTID,BLDG_CODE,BLDG_CODE_DESC,X_COORD,Y_COORD,OBSCURED,CREATE_DT_UTC,MOD_DT_UTC,multipolygon,Shape_Length,Shape_Area
60,6,Residential Roof Outline,-4403.41,5659813.36,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629091 51.0744957, -114.0627868 51.074495, -114.0627862 51.0745335, -114.062768 51.0745334, -114.0627677 51.0745532, -114.0627848 51.0745533, -114.0627843 51.0745851, -114.062909 51.0745859, -114.0629097 51.0745381, -114.0629319 51.0745383, -114.0629322 51.0745215, -114.0629087 51.0745214, -114.0629091 51.0744957)))",43.05503601,92.57764095
61,6,Residential Roof Outline,-4403.37,5659904.26,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627819 51.0753478, -114.0627822 51.0753999, -114.0629192 51.0753996, -114.0629189 51.0753426, -114.0629449 51.0753426, -114.0629448 51.0753152, -114.0628013 51.0753155, -114.0628015 51.0753478, -114.0627819 51.0753478)))",41.62972618,90.72208986
62,6,Residential Roof Outline,-4407.15,5660323.25,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627976 51.0791795, -114.0628734 51.0791788, -114.0628734 51.0791772, -114.0629647 51.0791763, -114.0629647 51.0791792, -114.063017 51.0791787, -114.063016 51.0791379, -114.0630272 51.0791378, -114.0630265 51.0791103, -114.0630155 51.0791104, -114.0630145 51.0790687, -114.0629634 51.0790692, -114.0629634 51.0790722, -114.0628732 51.079073, -114.0628731 51.0790689, -114.062796 51.0790697, -114.062797 51.0791094, -114.062792 51.0791095, -114.0627927 51.0791389, -114.0627966 51.0791389, -114.0627976 51.0791795)))",58.59295525,186.91152
63,6,Residential Roof Outline,-4349.85,5660660.33,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062232 51.0821882, -114.0622407 51.0821881, -114.0622402 51.0821183, -114.0622291 51.0821183, -114.0622289 51.0820904, -114.0619507 51.0820911, -114.0619516 51.0822193, -114.0622322 51.0822186, -114.062232 51.0821882)))",69.05176769,284.6103665
64,6,Residential Roof Outline,-4406.68,5659830.49,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.063014 51.0746204, -114.0627801 51.0746202, -114.0627797 51.0747683, -114.0630137 51.0747685, -114.063014 51.0746204)))",65.73847134,270.0950647
65,6,Residential Roof Outline,-4413.45,5659752.48,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628151 51.0739097, -114.0628131 51.0739441, -114.0628055 51.073944, -114.0627988 51.0740577, -114.0628112 51.0740577, -114.062811 51.0740771, -114.0631772 51.0740783, -114.0631773 51.0740708, -114.0631818 51.0740708, -114.0631829 51.0739444, -114.0631791 51.0739444, -114.0631785 51.0739076, -114.0628151 51.0739097)))",90.74723832,495.0771206
66,6,Residential Roof Outline,-4408.26,5660000.71,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627845 51.0761829, -114.0627845 51.0762662, -114.0630583 51.0762662, -114.0630583 51.0761829, -114.0627845 51.0761829)))",56.90562075,177.7865069
67,6,Residential Roof Outline,-4401.27,5660870.71,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629503 51.0839718, -114.0629426 51.0839718, -114.0627155 51.0839711, -114.0627143 51.0841199, -114.0629429 51.08412, -114.06295 51.08412, -114.0629503 51.0839718)))",66.00351066,272.2589587
68,6,Residential Roof Outline,-4354.49,5660869.99,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062089 51.0839991, -114.0620878 51.0840792, -114.0622404 51.0840801, -114.0622416 51.084, -114.062089 51.0839991)))",39.2058549,95.2751789
69,6,Residential Roof Outline,-4348.5,5661091.84,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.061967 51.0860888, -114.0621961 51.0860899, -114.0621967 51.0859791, -114.0619673 51.0859781, -114.061967 51.0860888)))",56.76311128,197.8750562
70,6,Residential Roof Outline,-4397.72,5661460.22,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628584 51.0892897, -114.0627189 51.0892898, -114.0627191 51.0894007, -114.0628586 51.0894005, -114.0628584 51.0892897)))",44.20721142,120.5064716
71,6,Residential Roof Outline,-4397.44,5661512.29,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628559 51.0897578, -114.062715 51.0897578, -114.062715 51.0898688, -114.0628559 51.0898688, -114.0628559 51.0897578)))",44.43651616,121.8791742
72,6,Residential Roof Outline,-4350.9,5661774.72,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622021 51.0922342, -114.0622008 51.0921108, -114.0620463 51.0921115, -114.0620477 51.0922349, -114.0622021 51.0922342)))",49.0938396,148.5244418
73,6,Residential Roof Outline,-4395.87,5661244.48,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628361 51.0874593, -114.0628346 51.0873515, -114.0627098 51.0873522, -114.0627105 51.0873997, -114.0626835 51.0873999, -114.0626843 51.0874602, -114.0628361 51.0874593)))",45.25473721,117.5506708
74,6,Residential Roof Outline,-4348.77,5661250.04,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619784 51.0873821, -114.0619697 51.0873821, -114.0619703 51.0875305, -114.0622055 51.0875301, -114.0622049 51.0873817, -114.0619784 51.0873821)))",65.97150693,272.0012897
75,6,Residential Roof Outline,-4346.81,5661670.69,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619567 51.0911929, -114.0619555 51.0912818, -114.0620849 51.0912825, -114.062085 51.0912746, -114.0621727 51.091275, -114.0621738 51.0911941, -114.0619567 51.0911929)))",50.18587184,144.9609202
76,6,Residential Roof Outline,-4396.62,5660813.38,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628375 51.0834791, -114.0627094 51.0834792, -114.0627095 51.0835222, -114.0626926 51.0835222, -114.0626928 51.0835816, -114.0628378 51.0835815, -114.0628375 51.0834791)))",43.10041324,110.0636451
77,6,Residential Roof Outline,-4352.72,5660882.67,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620383 51.0842075, -114.06222 51.0842076, -114.06222 51.0841724, -114.0622406 51.0841724, -114.0622407 51.0841352, -114.062219 51.0841352, -114.062219 51.0840997, -114.0620384 51.0840996, -114.0620383 51.0842075)))",52.35306691,158.4686791
78,6,Residential Roof Outline,-4353.52,5661030.87,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622416 51.085492, -114.0622449 51.085492, -114.0622449 51.0854733, -114.0622409 51.0854733, -114.0622409 51.0854419, -114.0621172 51.085442, -114.0621172 51.0854508, -114.0620604 51.0854508, -114.0620605 51.0855101, -114.0621172 51.08551, -114.0621172 51.0855296, -114.0622417 51.0855296, -114.0622416 51.085492)))",45.36391766,111.5078827
79,6,Residential Roof Outline,-4404.15,5661410.21,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629993 51.0888464, -114.0629122 51.0888467, -114.0629121 51.0888379, -114.0628481 51.088838, -114.0628481 51.0888468, -114.0627487 51.088847, -114.0627493 51.0889534, -114.0628524 51.0889531, -114.0630114 51.0889527, -114.0630107 51.0888464, -114.0629993 51.0888464)))",62.32842332,221.5017882
80,6,Residential Roof Outline,-4399.53,5661572.93,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627123 51.0903038, -114.0627132 51.0904137, -114.0628554 51.0904132, -114.062855 51.090357, -114.0629197 51.0903568, -114.0629193 51.0903031, -114.0627123 51.0903038)))",53.44639535,148.8936666
81,6,Residential Roof Outline,-4351.2,5661574.76,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621915 51.0903143, -114.0620607 51.0903144, -114.0620607 51.0904362, -114.0621915 51.0904362, -114.0621915 51.0903143)))",45.43511346,124.2008053
82,6,Residential Roof Outline,-4354.4,5660812.74,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620871 51.0834845, -114.0620868 51.083565, -114.0622383 51.0835652, -114.0622386 51.0834847, -114.0620871 51.0834845)))",39.13908273,95.05279258
83,6,Residential Roof Outline,-4352.31,5661108.27,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062136 51.0861306, -114.0620721 51.0861313, -114.0620728 51.0861553, -114.0620423 51.0861556, -114.0620437 51.0862023, -114.0620729 51.086202, -114.0620738 51.0862334, -114.062137 51.0862327, -114.0621969 51.086232, -114.0622313 51.0862316, -114.0622304 51.0862023, -114.0622296 51.0861724, -114.0621993 51.0861727, -114.0621981 51.0861299, -114.062136 51.0861306)))",48.87953836,125.6116706
84,6,Residential Roof Outline,-4398.86,5661259.65,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628438 51.0874876, -114.0627117 51.0874863, -114.0627092 51.0875851, -114.0627679 51.0875857, -114.0627676 51.0875967, -114.062895 51.087598, -114.0628961 51.0875555, -114.0628587 51.0875552, -114.0628594 51.0875296, -114.0628428 51.0875294, -114.0628438 51.0874876)))",50.5212247,129.2540808
85,6,Residential Roof Outline,-4400.58,5661475.28,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629439 51.0894216, -114.0627173 51.0894204, -114.0627157 51.08954, -114.062846 51.0895407, -114.0628466 51.089504, -114.0629427 51.0895045, -114.0629439 51.0894216)))",58.34554671,183.6637041
86,6,Residential Roof Outline,-4398.93,5661527.07,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627146 51.0898935, -114.0627151 51.0899991, -114.0628473 51.0899989, -114.062847 51.0899472, -114.0628989 51.0899471, -114.0628987 51.0898931, -114.0627146 51.0898935)))",49.29931909,130.6516464
87,6,Residential Roof Outline,-4350.86,5661626.54,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620524 51.0907854, -114.0620517 51.0908957, -114.0621913 51.090896, -114.0621921 51.0907858, -114.0620524 51.0907854)))",44.09465495,119.9821732
88,6,Residential Roof Outline,-4401.25,5660892.78,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629498 51.0841701, -114.0629417 51.0841701, -114.0627157 51.0841699, -114.0627147 51.0843184, -114.0629441 51.0843181, -114.0629501 51.0843181, -114.0629498 51.0841701)))",65.87736826,271.2233409
89,6,Residential Roof Outline,-4344.89,5661266.97,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619082 51.0876721, -114.062162 51.0876725, -114.0621625 51.0875446, -114.0619027 51.0875442, -114.0619022 51.0876721, -114.0619082 51.0876721)))",64.85745324,258.9489254
90,6,Residential Roof Outline,-4354.41,5660826.95,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620865 51.083613, -114.0620861 51.083692, -114.0622393 51.0836923, -114.0622397 51.0836133, -114.0620865 51.083613)))",39.04351089,94.32799283
91,6,Residential Roof Outline,-4352.3,5661045.47,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622058 51.0855558, -114.062065 51.0855558, -114.062065 51.0856784, -114.0622058 51.0856784, -114.0622058 51.0855558)))",47.00511677,134.5333949
92,6,Residential Roof Outline,-4354.74,5660766.16,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620699 51.0830799, -114.0620701 51.0831664, -114.0622475 51.0831662, -114.0622474 51.0831404, -114.0622639 51.0831404, -114.0622639 51.0831096, -114.0622449 51.0831097, -114.0622448 51.0830461, -114.0621374 51.0830461, -114.0621374 51.0830785, -114.0621066 51.0830785, -114.0621066 51.0830704, -114.0620721 51.0830705, -114.0620721 51.0830799, -114.0620699 51.0830799)))",55.71527287,154.0173001
93,6,Residential Roof Outline,-4401.77,5660767.08,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627043 51.0830589, -114.062704 51.0831692, -114.0628364 51.0831694, -114.0628364 51.0831563, -114.0629721 51.0831564, -114.0629723 51.0830833, -114.062793 51.0830832, -114.0627931 51.083059, -114.0627043 51.0830589)))",62.1194928,182.903726
94,6,Residential Roof Outline,-4397.56,5660829.82,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628643 51.0837215, -114.0628643 51.0836348, -114.0626933 51.0836348, -114.0626933 51.0837215, -114.0628643 51.0837215)))",43.25081566,115.54964
95,6,Residential Roof Outline,-4353.92,5660897.2,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622055 51.0842343, -114.0620785 51.0842343, -114.0620786 51.0843341, -114.0621856 51.0843341, -114.0621856 51.0843375, -114.0622351 51.0843375, -114.0622351 51.0842762, -114.0622055 51.0842762, -114.0622055 51.0842343)))",44.89651228,113.4133985
96,6,Residential Roof Outline,-4353.13,5661123.49,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621388 51.0862653, -114.0620733 51.0862654, -114.0620736 51.0863231, -114.0620535 51.0863231, -114.0620538 51.0863684, -114.0620745 51.0863683, -114.0620745 51.0863718, -114.0621401 51.0863716, -114.0622009 51.0863715, -114.0622365 51.0863714, -114.0622365 51.0863597, -114.0622432 51.0863597, -114.062243 51.0863372, -114.0622352 51.0863372, -114.062235 51.08631, -114.0622018 51.0863101, -114.0622017 51.0862961, -114.0622084 51.0862961, -114.0622083 51.0862742, -114.0622008 51.0862743, -114.0622008 51.0862651, -114.0621388 51.0862653)))",51.17177843,131.8419854
97,6,Residential Roof Outline,-4353.57,5661199.21,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620753 51.0870532, -114.0622357 51.0870531, -114.0622356 51.0869926, -114.062202 51.0869926, -114.0622019 51.0869452, -114.0620751 51.0869453, -114.0620753 51.0870532)))",46.48050304,122.4871228
98,6,Residential Roof Outline,-4344.16,5661297.62,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0618845 51.0876891, -114.0618845 51.0877173, -114.0618636 51.0877173, -114.0618637 51.0878218, -114.0618859 51.0878218, -114.0618859 51.087879, -114.0618633 51.0878791, -114.0618634 51.0879753, -114.0618862 51.0879753, -114.0618862 51.0880018, -114.0618628 51.0880018, -114.0618628 51.08805, -114.0618854 51.08805, -114.0618854 51.0880788, -114.0621764 51.0880787, -114.0621764 51.0880312, -114.0621561 51.0880312, -114.0621561 51.0879754, -114.0621779 51.0879754, -114.0621778 51.0879451, -114.0621808 51.0879451, -114.0621808 51.0879162, -114.0621545 51.0879162, -114.0621544 51.0878903, -114.0621774 51.0878903, -114.0621773 51.0878493, -114.0621545 51.0878493, -114.0621545 51.0878231, -114.0621819 51.0878231, -114.0621818 51.0877598, -114.0621754 51.0877598, -114.0621754 51.0877173, -114.0621556 51.0877174, -114.0621556 51.087689, -114.0618845 51.0876891)))",147.4683984,907.9958036
99,6,Residential Roof Outline,-4397.87,5661429.65,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628644 51.089015, -114.0628644 51.0890115, -114.0628642 51.0890115, -114.0627291 51.0890115, -114.0627169 51.0890115, -114.0627169 51.0891293, -114.0628644 51.0891293, -114.0628644 51.089015)))",46.87441707,135.4069302
100,6,Residential Roof Outline,-4354.21,5660839.92,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622053 51.0837157, -114.0620789 51.0837163, -114.0620801 51.083823, -114.0622416 51.0838223, -114.0622409 51.0837611, -114.0622057 51.0837612, -114.0622053 51.0837157)))",46.37724494,121.8735118
101,6,Residential Roof Outline,-4350.95,5661068.87,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620171 51.0857031, -114.0620171 51.0857065, -114.0620171 51.0857167, -114.0620174 51.0859502, -114.0620174 51.0859516, -114.0622152 51.0859518, -114.0622154 51.0857034, -114.0620171 51.0857031)))",83.02584059,383.4985028
102,6,Residential Roof Outline,-4397.43,5661542.27,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628567 51.0901325, -114.0628548 51.0900321, -114.0627146 51.0900331, -114.0627164 51.0901335, -114.0628567 51.0901325)))",41.9897681,109.7450925
103,6,Residential Roof Outline,-4350.9,5661543.73,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620638 51.0901538, -114.062189 51.0901547, -114.0621906 51.0900648, -114.0621549 51.0900645, -114.0621554 51.0900386, -114.0620844 51.0900381, -114.0620843 51.0900429, -114.0620711 51.0900428, -114.0620707 51.0900654, -114.0620528 51.0900653, -114.0620523 51.0900917, -114.0620649 51.0900918, -114.0620638 51.0901538)))",45.07292568,106.7868506
104,6,Residential Roof Outline,-4350.86,5661641.84,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621934 51.090924, -114.0620524 51.0909232, -114.0620508 51.0910325, -114.0621918 51.0910333, -114.0621934 51.090924)))",44.07368964,120.104905
105,6,Residential Roof Outline,-4401.34,5660846.34,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629513 51.0837524, -114.0627161 51.0837517, -114.0627147 51.0839012, -114.0629441 51.083901, -114.0629511 51.083901, -114.0629513 51.0837524)))",66.20306186,273.9183042
106,6,Residential Roof Outline,-4397.92,5660911.87,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628843 51.084362, -114.0627051 51.0843623, -114.0627052 51.0843948, -114.0626854 51.0843948, -114.0626855 51.0844377, -114.0627053 51.0844376, -114.0627054 51.0844695, -114.0628847 51.0844692, -114.0628843 51.084362)))",51.7530955,156.3749781
107,6,Residential Roof Outline,-4352.67,5660912.43,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620468 51.084477, -114.0622325 51.0844765, -114.0622317 51.0843652, -114.062046 51.0843657, -114.0620468 51.084477)))",50.78382118,161.0881003
108,6,Residential Roof Outline,-4353.48,5661138.28,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620747 51.0864558, -114.0620747 51.0864833, -114.0620748 51.0865012, -114.0621815 51.0865011, -114.0621815 51.0865052, -114.0622322 51.0865052, -114.0622322 51.0864441, -114.0622033 51.0864441, -114.0622033 51.0864016, -114.0620747 51.0864016, -114.0620747 51.0864558)))",45.12152157,114.2150454
109,6,Residential Roof Outline,-4397.79,5661288.98,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628922 51.0877556, -114.0627527 51.0877549, -114.0627523 51.0877874, -114.0626841 51.0877871, -114.0626832 51.0878556, -114.0628909 51.0878567, -114.0628922 51.0877556)))",51.58515245,146.3162155
110,6,Residential Roof Outline,-4397.55,5661444.39,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628546 51.0891412, -114.0627158 51.0891421, -114.0627177 51.0892647, -114.0628566 51.0892638, -114.0628546 51.0891412)))",46.7326129,132.6723924
111,6,Residential Roof Outline,-4351.94,5660854.21,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622049 51.0838473, -114.0620769 51.0838479, -114.0620777 51.0839142, -114.0620223 51.0839144, -114.0620227 51.0839517, -114.0620928 51.0839513, -114.0620928 51.083948, -114.0621849 51.0839476, -114.0621849 51.0839517, -114.062234 51.0839515, -114.0622333 51.08389, -114.0622054 51.0838901, -114.0622049 51.0838473)))",53.56028127,130.4524355
112,6,Residential Roof Outline,-4351.37,5660927.35,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620281 51.0846117, -114.0622148 51.0846108, -114.0622134 51.0844987, -114.0620268 51.0844996, -114.0620281 51.0846117)))",51.09587452,163.0820433
113,6,Residential Roof Outline,-4351.34,5661153.54,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620068 51.0866424, -114.0622359 51.086642, -114.0622356 51.0865809, -114.0622019 51.086581, -114.0622017 51.0865348, -114.0620752 51.0865351, -114.0620753 51.0865704, -114.0620106 51.0865706, -114.0620107 51.0865942, -114.0620066 51.0865942, -114.0620068 51.0866424)))",55.94406406,159.5569394
114,6,Residential Roof Outline,-4350.65,5661656.85,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621898 51.0910582, -114.0620502 51.0910574, -114.0620487 51.0911682, -114.0621883 51.0911689, -114.0621898 51.0910582)))",44.20004487,120.4893708
115,6,Residential Roof Outline,-4401.23,5660797.2,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629637 51.0833322, -114.0626979 51.0833322, -114.0626979 51.0834269, -114.0628371 51.0834269, -114.0628371 51.0834375, -114.0629637 51.0834375, -114.0629637 51.0833322)))",60.6733222,206.6424837
116,6,Residential Roof Outline,-4348.81,5661231.1,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062072 51.0872117, -114.0619701 51.0872116, -114.0619701 51.0872306, -114.0619698 51.08736, -114.0619784 51.08736, -114.0622056 51.0873601, -114.0622058 51.0872305, -114.0622058 51.0872118, -114.062072 51.0872117)))",66.03742245,272.5347792
117,6,Residential Roof Outline,-4395.21,5661229.5,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628177 51.0872302, -114.0628177 51.0872237, -114.0626983 51.0872231, -114.0626982 51.0872302, -114.0626979 51.0872599, -114.0626832 51.0872599, -114.0626825 51.0873187, -114.0628167 51.0873193, -114.0628177 51.0872302)))",40.06658462,95.7899091
118,6,Residential Roof Outline,-4397.1,5661557.59,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627143 51.0902728, -114.0628453 51.0902741, -114.0628478 51.0901682, -114.0627169 51.0901669, -114.0627143 51.0902728)))",41.91255526,108.0924594
119,6,Residential Roof Outline,-4395.24,5661712.29,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0626596 51.0915751, -114.06266 51.0916587, -114.0628534 51.0916583, -114.0628529 51.0915638, -114.0627506 51.091564, -114.0627506 51.0915749, -114.0626596 51.0915751)))",48.11373517,134.6799558
120,6,Residential Roof Outline,-4352.44,5661712.3,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622423 51.0915701, -114.062049 51.0915699, -114.0620488 51.0916533, -114.0622421 51.0916534, -114.0622423 51.0915701)))",45.62581205,125.5503076
121,6,Residential Roof Outline,-4397.62,5661765.93,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627085 51.0920109, -114.0627085 51.092176, -114.0628738 51.092176, -114.0628739 51.0920109, -114.0627085 51.0920109)))",59.89712911,212.7283548
122,6,Residential Roof Outline,-4353.85,5660797.03,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622041 51.0833337, -114.0620762 51.0833338, -114.0620765 51.0834338, -114.0621882 51.0834336, -114.0621882 51.0834374, -114.062233 51.0834374, -114.0622328 51.0833759, -114.0622042 51.083376, -114.0622041 51.0833337)))",45.02365194,113.7861499
123,6,Residential Roof Outline,-4351.26,5661559.39,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620605 51.0901755, -114.0620594 51.0902982, -114.062193 51.0902987, -114.0621942 51.090176, -114.0620605 51.0901755)))",46.02445305,127.7975564
124,6,Residential Roof Outline,-4347.54,5661611.49,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620514 51.0906444, -114.0619564 51.090644, -114.0619556 51.0907159, -114.0620501 51.0907163, -114.0620495 51.0907662, -114.0621924 51.0907669, -114.0621938 51.0906451, -114.0620514 51.0906444)))",60.36100889,188.581702
125,6,Residential Roof Outline,-4400.31,5661826.1,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629524 51.0925768, -114.0627265 51.0925768, -114.0627265 51.0926226, -114.062708 51.0926226, -114.062708 51.0926472, -114.0627268 51.0926472, -114.0627268 51.0926919, -114.0629524 51.0926919, -114.0629524 51.0925768)))",59.84792182,206.0521084
126,6,Residential Roof Outline,-4400.86,5661842.89,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627253 51.0927268, -114.062725 51.0928436, -114.0629513 51.0928438, -114.0629516 51.092727, -114.0627253 51.0927268)))",57.69025993,205.9658324
127,6,Residential Roof Outline,-4400.87,5661859.58,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627302 51.0929988, -114.062931 51.0929989, -114.062931 51.0929773, -114.0629469 51.0929773, -114.062947 51.0928936, -114.0629299 51.0928936, -114.0629299 51.0928717, -114.0627303 51.0928717, -114.0627302 51.0929988)))",58.64785165,209.1172106
128,6,Residential Roof Outline,-4402.09,5661810.21,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627241 51.092544, -114.0629871 51.0925439, -114.0629869 51.0924389, -114.062724 51.0924391, -114.0627241 51.092544)))",60.1889028,215.0440441
129,6,Residential Roof Outline,-4400.82,5661876.38,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627284 51.0930226, -114.0627281 51.0931498, -114.0629298 51.0931499, -114.0629298 51.0931283, -114.0629478 51.0931283, -114.062948 51.093044, -114.0629312 51.093044, -114.0629313 51.0930228, -114.0627284 51.0930226)))",59.06814396,211.8249189
130,6,Residential Roof Outline,-4342.17,5662053.32,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0618064 51.0945942, -114.0618065 51.0946939, -114.0618771 51.0946941, -114.0618796 51.0947111, -114.0619532 51.0947111, -114.0619541 51.0947273, -114.0620273 51.0947275, -114.0620275 51.0947416, -114.0621107 51.0947416, -114.0621108 51.0947595, -114.0621997 51.0947606, -114.0621996 51.09466, -114.0621218 51.0946614, -114.062125 51.0946409, -114.0620468 51.0946416, -114.0620506 51.0946264, -114.0619703 51.094626, -114.0619763 51.0946063, -114.061902 51.0946063, -114.061902 51.0945942, -114.0618064 51.0945942)))",92.86473922,319.2535245
